CRWD,NVDA,AVGO,TSLA,PANW,MSFT,AMZN,AB,AAPL,GOOGL,V,DIS
-0.05244680851063832,-0.038358506697064754,-0.03194678968977127,-0.0026831709179564456,-0.005443805474087404,-0.029070194695966056,-0.016723475883414385,0.009030100334448177,0.02040421496311917,-0.007980488339397795,-0.019445816225669654,-0.013247761627919186
0.027618715616930523,-0.022522522522522515,-0.01603506962188117,-0.0321177957963491,-0.0050764410673102,0.013135642088922372,-0.006138891764607357,-0.025190586675505555,-0.021639129614687613,-0.0052700541782957355,0.0065730224719100505,-0.008111244252543282
-0.038457304036461304,-0.022617026437060428,-0.023866229760986846,0.0020953816549069693,-0.016992733275365324,-0.00840217308999247,-0.0172907748236506,-0.023461441686501106,-0.02115812584208132,-0.01275807468751644,-0.009767260253025212,-0.000986950962836186
-0.02874672131015299,-0.06452013152180647,-0.0390263153331305,-0.02568921170757854,-0.03172952262019113,-0.03425848944887466,-0.0318718644214081,-0.05884394355306222,-0.05234784722384378,-0.03474827689085602,-0.04824708091812724,-0.024063254756595875
-0.0028077327044547795,0.010345513628224667,-0.004558095921762817,0.010642957486049376,-0.001957754105502696,0.01875799764536734,0.012860265249585057,0.04143540357249709,0.018930402791567102,0.01414162397300922,0.021437847794398612,0.02581339061865373
-0.011966178131538663,0.010108303249097395,0.013549017172684863,0.01157096449774575,-0.00994814305948677,0.004380406795153391,0.00311546392855111,-0.005328596802841923,0.010355289340101548,0.004124414999412185,0.016465741337331696,-0.0494113924512366
0.08822133592707981,0.02839690688153884,0.003443843860168272,0.020906563724328642,0.014482450354800447,0.026685393455687212,0.022019661470272345,0.0003571428571429447,0.0220558690536925,0.025750269127730263,0.02612358440072371,0.022467729330655883
0.03546099213396636,-0.025780361430557397,0.017528968927596145,-0.013806168405241959,0.0006510439372140464,-0.008495874494174327,-0.013808826347366021,-0.009996429846483412,-0.011994239276183039,-0.014334424449401029,-0.004724797267085967,0.004568895529544648
-0.0199157003178988,-0.01770657672849918,-0.00032644253436342474,-0.025530829018569956,0.005158162338289696,-0.013942443558222939,-0.01253605400670621,-0.02740717634331047,-0.0025374794260912825,-0.012112069980654394,-0.015135475870391324,-0.019997140629594568
0.07139017156455929,0.03037306041597887,0.029241112655678192,0.02615610729129969,0.02847902991620055,0.020693815044235286,0.02208503412847551,0.01705602584560717,0.042348384723631005,0.01892720370973877,0.012872887895494678,0.009281731123388592
-0.05649779113903075,-0.03832105094520988,-0.0427917150937005,-0.06544684967134373,-0.026476678001377985,-0.03333340404040108,-0.03364504312863692,-0.03353991979584392,-0.029765038043738312,-0.02714055892776346,-0.028553865805084455,-0.03036266806666177
-0.0038288982289587103,-0.008662624108749184,-0.01075268817204289,-0.01812218873786975,-0.009050214460445849,-0.0022391626284270494,0.0074646841403769315,-0.004903847604677436,-0.0049814845869297075,0.004354700301320236,0.015906916486280842,0.004215265146468861
0.025517818683842952,0.07252806345365315,0.01913341274568192,0.019940664997217583,-0.07147851884125367,0.01832743961918082,0.009261784113685945,0.02463995544503228,0.023594705589477405,0.00845789005575881,0.011119259973466633,0.013417232188974504
0.03477351270879181,0.07031837553271503,0.018262838775659374,0.03132670202494525,-0.0062226628438333265,0.016748688138224832,0.01313753966344322,0.01220865659605419,0.018644106537530236,0.01800357897242355,0.008472249530881326,0.0006656509023443835
-0.0023140658246711965,-0.017039465979622914,0.005703457923810884,-0.004276352334347311,0.008332010049022509,-0.00830871300314373,-0.008116203775080932,0.0051169223275977505,4.750178093648749e-05,-0.014086518511321144,-0.0027817958500668816,-0.0011825560520207778
-0.026018574989166043,0.02001548817537402,0.025430644311779327,-0.02227041136700636,0.020482783067391486,0.011146714670942526,0.012301702028444828,0.018909090909090986,0.01083856246434678,0.00680170360875354,0.00948447306727096,0.0046621029874156505
-0.037378348780734094,0.001460024528411985,0.00041735652173913174,0.005977448716207201,0.003876959392981494,-0.007277138489372281,-0.010353488042960657,0.015346216987865757,-0.0008464635063958337,-5.03365288161417e-05,-0.004697722950174232,0.0023571524144503364
-0.048832967098709545,-0.05271751807790992,-0.05385578380695999,-0.04839074949358546,-0.014616728302371262,-0.031862389547557046,-0.030498807963853403,-0.02601061419997841,-0.04622050094246444,-0.03184166442862901,-0.026986507346027255,-0.03240743632558163
0.00508873685400868,0.018529918739226936,0.018704333175479926,0.01702932869038154,0.010318931081442662,0.015443421661619494,0.011002320126576315,0.014435294638588836,0.018999230161863556,0.01525680030415244,0.013468013775449705,0.022328571767731065
-0.05400534610729124,-0.022061045633121945,-0.005951987591082952,-0.004279046611140536,-0.007709256341589921,0.002141070553143054,-0.003979919518559916,0.0032017074634753673,-0.011283839192525846,-0.0003073481551034707,0.004448499452638144,-0.0008914345079011898
0.034609846940774514,-0.003584672435105074,0.0017782052392569803,0.007053461322869881,-0.019200341163890355,-0.0013261160554693951,0.0013736058685980268,0.006382907575074315,0.006710403473542348,0.0025025196016468243,0.0016257035086415517,0.015317108509290467
-0.036440948073133694,0.035851631311251575,0.026479713595605636,0.028387215817356592,0.009838562157805875,0.018884604881743705,0.012554887061246633,0.007399612663834043,0.016931815306767906,0.017456903088391984,0.013992276420129679,0.009447037507571476
