CRWD,NVDA,AVGO,TSLA,PANW,MSFT,AMZN,AB,AAPL,GOOGL,V,DIS
106.419998,9.87175,31.312,92.657333,77.690002,208.25,150.005997,26.5,93.172501,74.496002,194.199997,113.629997
114.550003,10.216,31.957001,91.05867,80.940002,212.830002,154.055496,27.299999,95.342499,75.18,195.070007,116.660004
117.459999,10.509,32.150002,92.952003,82.860001,214.320007,159.1315,26.82,95.752502,75.932999,192.210007,116.809998
116.650002,10.47925,31.944,102.976669,82.986664,213.669998,160,26.91,95.919998,76.9505,192.550003,119.339996
106.209999,10.05225,31.131001,99.804001,80.353333,207.070007,155.199997,27.07,95.477501,75.611504,189.020004,116.220001
105.610001,10.377,31.507999,101.120003,81.776665,208.350006,154.199997,27.870001,97.057503,76.042999,193.330002,118.660004
103.150002,10.22725,31.378,103.067329,80.166664,208.039993,150.443497,28.639999,97.724998,75.844002,196.550003,120.900002
101.059998,10.13475,31.134001,100.042664,79.126663,203.919998,149.994995,28.57,96.522499,75.746002,193.5,119.43
101.43,10.2015,31.271,100.056,79.936668,202.880005,148.098495,28.26,96.327499,75.842499,195.089996,118.650002
106.720001,10.51075,31.712999,109.533333,83.866669,211.600006,159.841995,28.040001,98.357498,78.192001,198.470001,117.790001
106.599998,10.3285,31.434,104.557335,83.106667,208.75,156.914505,28.85,97,77.795998,196.479996,118.620003
103.709999,10.43875,31.379999,106.155334,83.453331,211.75,154.995499,28.959999,97.272499,78.2425,198.860001,119.029999
101.459999,10.12975,30.966999,100.87133,82.833336,202.539993,149.327499,28.58,92.845001,75.837502,197.429993,118.120003
100.029999,10.1945,30.579,94.466667,81.256668,201.300003,150.445496,28.23,92.614998,75.4105,195.149994,117.610001
103.599998,10.4215,31.268,102.639999,82.553329,203.850006,152.760498,28.610001,94.809998,76.471497,196.910004,116.309998
105.730003,10.2155,30.735001,98.432671,81.603333,202.020004,150.016495,28.58,93.252502,75.182503,196.740005,116.18
112.919998,10.4655,30.885,99.940666,82.849998,204.059998,151.676498,29.27,95.040001,76.175499,198.580002,115.610001
111.910004,10.614,31.209999,99.166,83.93,203.899994,152.593994,29.15,96.190002,76.918503,194.059998,115.660004
113.199997,10.61475,31.674999,95.384003,85.306664,205.009995,158.233994,28.41,106.260002,74.397499,190.399994,116.940002
115.480003,11.01025,32.123001,99,84.809998,216.539993,155.594498,28.23,108.9375,74.138,190.690002,116.349998
114.959999,11.22775,32.839001,99.133331,84.970001,213.289993,156.941498,27.610001,109.665001,73.665001,192.289993,117.290001
114.75,11.28675,32.953999,99.001335,88.033333,212.940002,160.251495,27.82,110.0625,73.954498,196.100006,127.610001
110.300003,11.3355,32.916,99.305336,88.626663,216.350006,161.25,27.41,113.902496,75.247498,198.770004,130.820007
101.75,11.1995,32.592999,96.847336,87.083336,212.479996,158.373001,28.08,111.112503,74.918503,196.360001,129.929993
97,11.165,32.736,94.571335,86.076668,208.25,157.408005,28.26,112.727501,74.841003,196.789993,128.789993
98.160004,10.85,32.403,91.625999,85.076668,203.380005,154.033493,28.540001,109.375,74.027,197.770004,130.490005
98.449997,11.44025,33.363998,103.650665,86.606667,209.190002,158.112,28.940001,113.010002,75.362,198.740005,131.789993
100.889999,11.443,32.942001,108.066666,87.186668,208.699997,158.050995,29.450001,115.010002,75.832497,197.580002,130.960007
101.25,11.564,32.782001,110.047333,86.370003,208.899994,157.401001,29.07,114.907501,75.231499,196.639999,130.529999
105.339996,12.337,33.032001,122.375999,87.486664,210.279999,159.120499,28.77,114.607498,75.811996,199.429993,129.369995
107.099998,12.26075,32.863998,125.806,88.58667,211.490005,165.624496,28.540001,115.5625,77.789001,199.009995,128.919998
108.150002,12.1385,32.921001,125.235336,89.826668,209.699997,163.024002,28.58,115.707497,77.230499,200.990005,127.769997
112.489998,12.141,32.882999,133.455338,90.839996,214.580002,164.8685,28.17,118.275002,78.8125,204.149994,128.119995
112.019997,12.6835,33.001999,136.665329,89.776665,213.020004,164.235992,28.65,124.370003,78.778503,204.130005,127.440002
111.245003,12.72025,33.400002,134.279999,89.023331,213.690002,165.373001,29.030001,125.857498,79.2575,206.410004,130.690002
113.57,12.75,33.613998,134.889328,86.996666,216.470001,167.324493,28.82,124.824997,80.292503,208.100006,129.789993
117.110001,12.773,33.966999,143.544662,87.813332,221.149994,172.092499,28.41,126.522499,82.206497,210.259995,132.179993
117.129997,12.62825,33.914001,149.25,85.123337,226.580002,170,28.540001,125.010002,81.426003,211.029999,133.729996
118.639999,13.14775,34.481998,147.559998,84.889999,228.910004,170.089996,28.959999,124.807503,81.971497,215.710007,135.539993
125.730003,13.3745,34.715,166.106674,85.803329,225.529999,172.548004,28.49,129.039993,81.476501,211.990005,131.869995
143.690002,13.821,35.953999,158.350006,86.166664,227.270004,174.955994,28.67,134.179993,82.753998,213.350006,133.550003
142.070007,14.3465,37.500999,149.123337,85.82,231.649994,176.572495,28.91,131.399994,85.869499,216.479996,135.389999
129.25,13.0155,35.209,135.666672,80.736664,217.300003,168.399994,28.34,120.879997,81.475502,208.960007,133.240005
125.190002,12.6225,36.294998,139.440002,78.550003,214.25,164.731003,28.1,120.959999,79.060501,204.660004,131.990005
125.629997,11.913,35.054001,110.07,77.976669,202.660004,157.492004,26.98,112.82,76.18,200.119995,134.199997
128.179993,12.715,36.002998,122.09333,79.466667,211.289993,163.430496,27.18,117.32,77.361504,204.059998,133.360001
129.350006,12.31175,35.708,123.779999,78.986664,205.369995,158.755493,26.84,113.489998,76.302498,201.539993,133.220001
126.279999,12.1645,35.970001,124.239998,80.980003,204.029999,155.811005,27.209999,112,75.788002,200.679993,131.75
128.5,12.87225,36.220001,139.873337,81.910004,205.410004,155.148499,27.299999,115.360001,75.441498,204.979996,131.25
131.449997,12.991,36.691002,149.919998,82.693336,208.779999,157.806503,27.549999,115.540001,76.755997,205.389999,131.240005
131.149994,12.5145,36.703999,147.253326,82.290001,205.050003,153.904999,27.9,112.129997,75.6045,205.130005,132.089996
128.580002,12.4635,36.591999,141.143326,80.476669,202.910004,150.436493,27.809999,110.339996,74.351997,205.270004,130.220001
131.429993,12.18925,35.973,147.383331,80.533333,200.389999,147.745499,27.75,106.839996,72.554497,202.610001,128.630005
138.130005,12.51725,35.179001,149.796661,80.870003,202.539993,148.023499,27.139999,110.080002,71.507004,197.449997,125.410004
142.679993,12.63775,36.159,141.410004,82.166664,207.419998,156.449493,27.370001,111.809998,72.990997,200.559998,127.209999
138.600006,12.12375,35.159,126.786667,79.709999,200.589996,149.992996,27.01,107.120003,70.469498,195.369995,123.279999
133.899994,12.348,35.251999,129.263336,79.330002,203.190002,150.989502,26.85,108.220001,71.142998,195.520004,122.489998
136.389999,12.87375,35.68,135.779999,80.713333,207.820007,154.7565,27.379999,112.279999,71.953003,197.25,124
137.429993,13.035,36.73,140.399994,81.980003,209.440002,158.702499,27.450001,114.959999,72.932999,200.320007,125.989998
136.350006,13.22575,36.425999,139.690002,82.16333,207.259995,157.244003,27.030001,114.089996,73.301003,199.440002,125.400002
137.320007,13.5305,36.431999,143.003326,81.583336,210.330002,157.436493,27.040001,115.809998,73.279999,199.970001,124.080002
142.869995,13.6145,36.860001,149.386673,83.510002,212.460007,161.063004,26.82,116.790001,74.394997,203.350006,123.309998
139.869995,13.06225,35.682999,138.363327,81.720001,206.190002,156.25,26.959999,113.019997,72.779999,201.460007,122.550003
144.880005,13.6425,36.610001,141.893326,82.889999,210.380005,159.960007,27.34,116.5,74.141502,203.539993,123.370003
145.130005,13.7365,36.397999,137.993332,82.41333,205.910004,154.998001,27.620001,113.160004,72.551003,200.449997,120.93
144.570007,13.964,36.674,141.766663,83.653336,209.830002,159.7845,28.1,115.080002,72.957001,202.470001,122.910004
142.970001,13.83875,37.333,141.973328,83.169998,210.580002,159.527496,29.74,114.970001,74.171501,202.979996,123.089996
143.570007,13.76275,37.669998,144.666672,84.173332,215.809998,164.332504,30.26,116.970001,75.522499,206.639999,124.980003
145.960007,14.226,38.243,147.433334,84.366669,221.399994,172.1465,31.950001,124.400002,78.2295,206.399994,124.970001
152.800003,14.24825,38.148998,148.883331,84.849998,222.860001,172.181503,32.369999,121.099998,78.3535,204.320007,128.960007
147.789993,14.09525,38.029999,153.766663,85.366669,220.860001,168.185501,32.98,121.190002,78.171997,202.199997,126.589996
145.360001,13.97,37.993,149.626663,83.940002,219.660004,166.932495,33.169998,120.709999,77.773499,199.550003,127.360001
145.339996,13.8115,37.865002,146.556671,82.120003,219.660004,163.635498,32.959999,119.019997,78.385002,200.259995,126.809998
144.660004,13.49775,37.577,143.610001,80.779999,214.220001,160.360504,32.59,115.980003,76.497498,196.970001,124.230003
142.639999,13.6455,37.699001,140.646667,79.760002,214.649994,160.850494,32.959999,117.510002,77.554001,197.699997,124.949997
135.139999,13.52475,37.205002,140.880005,78.616669,214.800003,159.246994,32.330002,116.870003,79.2995,198.429993,126.629997
134.539993,13.361,37.337002,141.929993,79.199997,214.889999,158.820007,32.16,115.75,80.333,197.990005,127.559998
135.419998,13.59025,37.271999,140.210007,78.846664,216.229996,160.220001,31.549999,115.040001,81.649002,198.009995,128.350006
133.080002,13.14125,36.304001,140.093338,77.206665,210.080002,160.352005,30.77,115.050003,79.2145,193.070007,124.059998
133.479996,13.39675,35.959999,141.559998,77.18,213.25,164.316498,30.450001,116.599998,79.944,190.059998,123.309998
131.570007,12.627,34.721001,135.339996,75.309998,202.679993,158.139008,29.59,111.199997,75.540001,180.869995,118.470001
127.360001,13.024,35.500999,136.943329,76.256668,204.720001,160.550507,29.889999,115.32,77.844002,184.869995,121.540001
123.839996,12.534,34.963001,129.346664,73.730003,202.470001,151.807495,29.059999,108.860001,80.805496,181.710007,121.25
124.470001,12.58075,35.125,133.503326,73.949997,202.330002,150.223999,29.200001,108.769997,81.216003,184.740005,120.129997
126.860001,13.0195,35.375999,141.300003,75.973335,206.429993,152.420502,29.870001,110.440002,82.282997,188.339996,124.019997
136.320007,13.79425,36.463001,140.32666,78.393333,216.389999,162.057999,30.26,114.949997,87.292503,193.970001,125.07
138.919998,14.16,38.087002,146.029999,81.40667,223.289993,166.100006,30.85,119.029999,88.125,197.639999,126.959999
141.789993,14.562,38.062,143.316666,83.34333,223.720001,165.568497,30.129999,118.690002,87.986504,198.470001,127.459999
126.550003,13.63075,37.554001,140.419998,84.043335,218.389999,157.186996,30.85,116.32,88.070999,212.679993,142.589996
123.5,12.77,36.313,136.786667,80.90667,211.009995,151.751007,31.879999,115.970001,86.886002,213.309998,142.110001
130.960007,13.418,37.591999,139.043335,84.26667,216.550003,156.869507,31.68,119.489998,87.361504,212.699997,137.820007
137.300003,13.45675,37.02,137.253326,83.986664,215.440002,155.514008,31.389999,119.209999,87.140999,208.259995,135.520004
132.179993,13.297,37.349998,136.166672,86.23333,216.509995,156.440506,31.639999,119.260002,88.612999,210.479996,138.360001
131.580002,13.51525,38.081001,136.029999,92.833336,217.229996,156.552994,32.009998,120.300003,88.7015,212.699997,144.669998
137.779999,13.42225,38.060001,147.203339,97.903336,214.460007,156.783005,31.219999,119.389999,88.083,210.710007,144.5
137.679993,13.42875,38.062,162.213333,93.713333,211.080002,155.272995,31.389999,118.029999,87.031998,207.830002,143.899994
143.759995,13.44025,38.432999,166.42334,95.839996,212.419998,155.850998,31.690001,118.639999,87.928497,207.570007,141.720001
145.720001,13.08775,38.333,163.203339,97.33667,210.389999,154.970001,31.68,117.339996,86.819,203.880005,141.070007
147.539993,13.14,38.700001,173.949997,98.68,210.110001,154.919495,31.700001,113.849998,86.377998,208.160004,145.979996
149.449997,12.95775,39.223,185.126663,99.056664,213.860001,155.903,32.150002,115.169998,88.195,209.679993,151.490005
149.960007,13.23475,39.083,191.333328,99.096664,213.869995,159.253494,31.889999,116.029999,88.206497,210.889999,149.089996
150.830002,13.26125,39.494999,195.253326,98.436668,215.229996,159.766998,32.360001,116.589996,89.350998,211,147.130005
153.279999,13.4015,40.158001,189.199997,97.973335,214.070007,158.401993,31.870001,119.050003,87.720001,210.350006,148.009995
147.5,13.39,40.457001,194.919998,98.276665,216.210007,161.003998,32.599998,122.720001,89.767998,211.199997,149.440002
141.839996,13.5445,40.373001,189.606674,97.743332,215.369995,160.176498,33.119999,123.080002,91.248497,210.179993,153.610001
161.190002,13.396,39.98,197.793335,98.876663,214.240005,159.336502,33.790001,122.940002,91.092003,208.050003,153.240005
167.259995,13.55825,41.167999,199.679993,101.43,214.360001,158.128998,33.41,122.25,91.188004,212.679993,154.139999
170.720001,13.60675,42.089001,213.919998,100.963333,214.289993,157.899994,32.779999,123.75,90.851501,212.649994,153.679993
177.479996,13.35,42.341,216.626663,103.40667,216.009995,158.864502,33.130001,124.379997,90.566498,212.770004,153.720001
166.169998,12.93075,41.622002,201.493332,100.716667,211.800003,155.210007,31.360001,121.779999,88.892998,209.580002,154.429993
179.990005,12.97225,41.004002,209.023331,102.623337,210.520004,155.074493,32.029999,123.239998,88.3825,207.610001,154.690002
175.919998,13.01325,40.582001,203.330002,103.309998,213.259995,155.820999,32.099998,122.410004,88.739998,206.240005,175.720001
173.800003,13.30875,41.18,213.276672,104.760002,214.199997,157.848495,32.060001,121.779999,87.612999,207.25,169.300003
174.929993,13.3605,41.806,211.083328,105.816666,214.130005,158.255997,32.459999,127.879997,88.054001,208.360001,173.940002
179.789993,13.2425,42.490002,207.589996,107.776665,219.279999,162.048004,33.080002,127.809998,87.859497,208.270004,173.119995
185.25,13.34125,42.610001,218.633331,110.466667,219.419998,161.804001,33.669998,128.699997,87.025497,211.179993,173.550003
203.75,13.272,43.456001,231.666672,118.510002,218.589996,160.082504,33.610001,126.660004,86.310997,211.309998,172.889999
210.649994,13.33225,42.888,216.619995,118.673332,222.589996,160.309006,33.52,128.229996,86.727997,209.009995,170.690002
224.899994,13.27825,43.310001,213.446671,124.019997,223.940002,160.326004,33.369999,131.880005,86.011002,205.839996,170.449997
223.5,13.00925,42.546001,215.32666,121.606667,221.020004,159.263504,33.380001,130.960007,86.411499,205.300003,173.550003
221.119995,12.99375,43.146,220.589996,122.379997,222.75,158.634506,33.369999,131.970001,86.708,208.699997,173.729996
212.550003,12.9,43.188,221.229996,120.493332,224.960007,164.197998,33.130001,136.690002,88.697998,212.630005,178.860001
205.929993,12.94325,42.903999,221.996674,118.73333,224.149994,166.100006,32.869999,134.869995,87.888,214.369995,177.300003
210.289993,13.14575,43.483002,231.593338,118.596664,221.679993,164.292496,33.23,133.720001,86.8125,218.360001,181.169998
211.820007,13.055,43.785,235.223328,118.463333,222.419998,162.846497,33.77,132.690002,87.632004,218.729996,181.179993
200.490005,13.1135,42.521999,243.256668,117.220001,217.690002,159.331497,33.25,129.410004,86.306503,217.759995,177.679993
211.240005,13.40475,42.810001,245.036667,116.716667,217.899994,160.925507,33.189999,131.009995,87.002502,214.509995,178.440002
208.850006,12.6145,42.546001,251.993332,115.09333,212.25,156.919006,34.34,126.599998,86.143997,212.619995,179.119995
221.470001,13.344,44.339001,272.013336,121.036667,218.289993,158.108002,34.970001,130.919998,88.717003,213.809998,178.580002
223.729996,13.27675,44.563999,293.339996,122.183334,219.619995,159.134995,34.889999,132.050003,89.891502,215.449997,178.690002
232.240005,13.6215,44.576,270.396667,121.599998,217.490005,155.710495,35.07,128.979996,87.814499,212.889999,179.089996
233.589996,13.48475,44.938999,283.146667,123.493332,214.929993,156.041504,35.900002,128.800003,86.871498,208.860001,175.990005
226.419998,13.53175,45.120998,284.803345,121.933334,216.339996,158.294495,35.93,130.889999,87.362503,209.350006,176.119995
225.619995,13.20025,45.207001,281.666656,121.053329,213.020004,156.373505,35.48,128.910004,86.545998,201.860001,173.429993
219.509995,12.8595,44.584999,275.386658,121.623337,212.649994,155.212494,35.139999,127.139999,86.380997,201.589996,171.440002
221.919998,13.02525,45.926998,281.516663,121.349998,216.440002,156.037994,36.049999,127.830002,89.223503,201.660004,172.259995
226.330002,13.36575,46.188,283.483337,123.51667,224.339996,163.169006,36.23,132.029999,94.003502,206.009995,173.639999
221,13.8675,46.681999,281.66333,121.873337,224.970001,165.349503,35.610001,136.869995,94.207497,205.139999,171.279999
223.520004,13.7125,46.501999,282.213318,121.540001,225.949997,164.611496,36.029999,139.070007,94.627998,202.020004,172.779999
217.490005,13.65325,46.479,293.600006,120.260002,229.529999,164.699997,36.599998,142.919998,94.713997,200.979996,171.889999
206.800003,13.43525,46.387001,294.363342,118.08667,232.330002,166.306503,37.639999,143.160004,95.397499,202.009995,169.559998
200.929993,12.91775,44.470001,288.053345,111.723335,232.899994,161.628998,36.599998,142.059998,90.946999,194.970001,163.029999
212.490005,13.051,45.174,278.476654,117.706665,238.929993,161.880997,36.869999,137.089996,92.660004,198.220001,171.880005
215.800003,12.98975,45.049999,264.51001,116.916664,231.960007,160.309998,35.349998,131.960007,91.367996,193.25,168.169998
215.009995,13.237,46.674,279.936676,120.453331,239.649994,167.143997,36.119999,134.139999,94.653503,198.360001,170.970001
219.639999,13.55675,47.688,290.929993,129.119995,239.509995,169,36.889999,134.990005,95.956001,202.610001,176.960007
218.119995,13.5305,46.519001,284.896667,125.860001,243,165.626495,37.02,133.940002,102.944,201.360001,176.429993
224.009995,13.66425,47.063,283.329987,127.496666,242.009995,166.550003,37.860001,137.389999,102.681503,209.25,180.229996
223.529999,13.591,46.601002,284.07666,126.616669,242.199997,167.607498,38.470001,136.759995,104.441498,208.770004,181.160004
222.360001,14.43875,47.27,287.806671,128.46666,242.470001,166.147003,39.5,136.910004,104.225998,206.889999,190
223.720001,14.26325,47.463001,283.15332,130.323334,243.770004,165.25,38.720001,136.009995,103.769501,206.520004,188.210007
231.350006,14.76425,47.005001,268.273346,130.736664,242.820007,164.328995,37.09,135.389999,104.323997,206.440002,189.630005
234.800003,15.25075,47.839001,270.553345,130.369995,244.490005,163.106506,38.700001,135.130005,104.4375,210.660004,190.910004
242.100006,14.96125,48.632,272.040009,131.706665,244.990005,163.885498,37.66,135.369995,104.751503,209.960007,187.669998
242.419998,15.33025,48.912998,265.406677,131.080002,243.699997,163.447495,38.369999,133.190002,105.535004,207.899994,186.350006
238.559998,14.906,48.248001,266.049988,131.806671,244.199997,165.432007,38.52,130.839996,105.931,207.509995,186.440002
239.25,14.829,48.326,262.459991,130.176666,243.789993,166.411499,37.889999,129.710007,105.290497,209.350006,183
239.199997,14.9265,48.995998,260.433319,132.300003,240.970001,162.494995,37.049999,129.869995,104.440498,204.729996,183.649994
225.830002,14.35575,47.636002,238.166672,128.116669,234.509995,159.037003,36.82,126,102.712997,208.320007,191.759995
218.389999,14.142,47.189999,232.946671,125.953331,233.270004,159.725006,36.189999,125.860001,103.005997,212.110001,197.089996
216.600006,14.499,48.088001,247.339996,123.203331,234.550003,157.976501,36.57,125.349998,104.190498,219.429993,197.509995
208.660004,13.3075,45.716,227.406662,120.013336,228.990005,152.858002,36.470001,120.989998,100.797501,213.75,190.979996
216,13.7145,46.987,225.166672,119.436668,232.380005,154.6465,36.560001,121.260002,101.095497,212.389999,189.039993
223.399994,13.84175,48.958,239.476669,122.463333,236.940002,157.307007,37.299999,127.790001,103.483002,216.630005,194.979996
222.100006,13.40625,48.050999,228.813339,118.220001,233.869995,154.726501,37.529999,125.120003,103.223999,215.770004,193.940002
210.619995,12.80475,46.306,217.733337,114.58667,227.559998,150.25,37.790001,122.059998,100.570503,214.850006,192.259995
192.990005,12.37025,44.359001,207.146667,111.879997,226.729996,148.878494,36.459999,120.129997,101.696503,211.5,188.029999
183.119995,12.4615,45.014,199.316666,111.576668,231.600006,150.022995,37.389999,121.419998,104.8535,215.410004,189.990005
179.75,11.59325,42.125,187.666672,110.493332,227.389999,147.597504,37.720001,116.360001,100.375,220.270004,201.910004
199.100006,12.52025,44.360001,224.526672,114.139999,233.779999,153.142502,37.810001,121.089996,102.017998,220.360001,194.509995
194.860001,12.46825,43.758999,222.686661,111.563332,232.419998,152.882004,38.799999,119.980003,101.809502,223.169998,195.059998
205.800003,12.9935,45.368999,233.199997,114.790001,237.130005,155.679504,38.970001,121.959999,105.027,226.149994,196.75
199,12.856,45.117001,231.243332,114.176666,235.75,154.474503,38.599998,121.029999,102.5,224.360001,197.160004
200.550003,13.19125,47.077,235.979996,114.763336,234.809998,154.084,39.470001,123.989998,102.722,223.270004,196.759995
196.309998,13.29125,47.818001,225.626663,113.333336,237.710007,154.593002,39.200001,125.57,104.194504,224.699997,194.240005
208.029999,13.34125,48.359001,233.936661,112.306664,237.039993,156.786499,40.369999,124.760002,104.111,223.020004,195.240005
190.210007,12.7225,46.415001,217.720001,105.849998,230.720001,151.399506,41.490002,120.529999,101.067001,220.660004,192.279999
194.630005,12.84575,47.445999,218.289993,105.616669,230.350006,153.748001,42.360001,119.989998,101.348,206.899994,191.139999
195.729996,13.18625,47.528,223.333328,107.813332,235.990005,155.543503,41.869999,123.389999,101.5345,208,192.860001
190.600006,13.07075,46.405998,220.720001,107.866669,237.580002,156.875,40.860001,122.540001,102.066498,208.149994,188.729996
181.600006,12.643,45.727001,210.089996,107,235.460007,154.3535,40,120.089996,101.626503,208.070007,184.720001
179.160004,12.53525,46.169998,213.463333,107.826668,232.339996,152.313004,39.41,120.589996,101.623001,207.970001,186.910004
177.684998,12.83925,48.203999,206.236664,106.57,236.479996,152.601501,39.549999,121.209999,101.236504,213.529999,185.919998
173.850006,12.94825,47.262001,203.763336,106.743332,235.240005,153.786499,38.93,121.389999,102.289497,214.509995,184.850006
175.279999,12.87175,45.616001,211.873337,106.003334,231.850006,152.764496,39.740002,119.900002,102.323502,211.899994,185.529999
182.509995,13.34825,46.366001,222.643326,107.353333,235.770004,154.703995,39.990002,122.150002,103.125999,211.729996,184.520004
187.029999,13.81175,47.595001,220.583328,109.349998,242.350006,158.050003,40.939999,123,106.488998,216.860001,188.970001
186.619995,13.9875,48.848,230.350006,110.34333,249.070007,161.336502,41.380001,125.900002,110.947998,219.039993,188.5
194.380005,13.8615,48.387001,230.539993,112.459999,247.860001,161.190994,40.75,126.209999,110.462997,218.649994,189.729996
193.929993,14.1435,48.245998,223.656662,112.856667,249.899994,163.969498,40.580002,127.900002,111.9515,219.270004,187.559998
203.449997,14.317,48.548,227.933334,114.416664,253.25,164.964996,40.68,130.360001,112.5215,220.699997,187.320007
202.679993,14.4,48.508999,225.67334,116.503334,255.850006,168.610001,40.290001,133,113.533501,222.520004,187.889999
203.990005,15.209,48.367001,233.993332,118.453331,255.910004,168.969498,40.25,131.240005,112.231003,221.470001,186.490005
216.350006,15.6795,48.495998,254.106674,119.966667,258.48999,170,40.490002,134.429993,112.721497,221.020004,185.490005
208.199997,15.277,47.73,244.07666,120.326668,255.589996,166.649994,40.349998,132.029999,112.095497,221.979996,187.460007
213.100006,16.137251,48,246.28334,123.459999,259.5,168.954498,39.880001,134.5,114.262497,226.279999,185.929993
215.199997,15.9125,47.879002,246.593338,122.216667,260.73999,169.972,40.119999,134.160004,114.137497,226.410004,187.259995
213.369995,15.36175,46.200001,238.210007,122.32,258.73999,168.600494,39.799999,134.839996,114.487999,225.789993,187.429993
206.600006,15.17125,45.726002,239.66333,120,258.26001,166.734497,39.869999,133.110001,113.9505,223.279999,182.789993
210.369995,15.3605,45.979,248.039993,118.870003,260.579987,168.100998,40.689999,133.5,113.917503,227.449997,183.110001
216.729996,14.85025,45.511002,239.896667,117.603333,257.170013,165.451996,41.529999,131.940002,112.625999,227.570007,182.759995
219.300003,15.26525,46.612999,243.133331,119.473335,261.149994,167.044006,42.209999,134.320007,114.996498,230,183.020004
224.470001,15.478,47.185001,246.066666,120.489998,261.549988,170.449997,42.630001,134.720001,115.496498,230.339996,184.270004
221.25,15.38175,46.634998,234.91333,119.493332,261.970001,170.871506,42.970001,134.389999,114.549004,229.910004,184.639999
220.240005,15.27675,45.919998,231.46666,120.053329,254.559998,172.925003,41.849998,133.580002,117.952003,233.449997,183.389999
211.529999,15.32475,46.629002,225.666672,118.383331,252.509995,173.565506,42.529999,133.479996,119.638,236.860001,185.330002
208.509995,15.0095,45.619999,236.479996,117.796669,252.179993,173.371002,43.110001,131.460007,117.675003,233.559998,186.020004
205.119995,14.83675,45.014,228.300003,116.360001,251.860001,169.324493,44.580002,132.539993,117.153999,232.610001,185.509995
197.789993,14.35125,44.453999,224.53334,115.199997,247.789993,165.593506,44.290001,127.849998,115.341499,232.029999,184.25
193.240005,14.4585,44.382999,223.646667,113.726669,246.470001,163.526993,45.150002,128.100006,115.738503,229.210007,181.509995
187.070007,14.523,44.858002,221.179993,112.480003,249.729996,165.318497,46.299999,129.740005,116.8675,231.320007,181.789993
189.179993,14.81225,45.257999,224.123337,114.113335,252.460007,164.580505,44.619999,130.210007,117.596497,232.119995,184.839996
187.580002,14.26575,43.610001,209.679993,113.779999,247.179993,159.524506,44.830002,126.849998,114.587502,225.970001,184.300003
195.100006,14.30625,44.007,205.733337,114.476669,246.229996,161.195496,43.450001,125.910004,113.502998,225.479996,181.669998
189.270004,13.7585,42.237999,196.630005,111.696671,239,157.597,41.709999,122.769997,110.012497,220.630005,177.850006
183.759995,13.66525,43.060001,190.563339,107.959999,243.029999,158.073502,43.110001,124.970001,111.452003,223.740005,178.339996
190.639999,14.243,44.161999,196.580002,112.273331,248.149994,161.145004,44.369999,127.449997,113.918999,226.940002,173.699997
188.529999,14.1655,43.993999,192.276672,111.933334,245.179993,163.519501,43.68,126.269997,114.445999,226.440002,170.080002
196.779999,14.01575,43.374001,192.623337,113.363335,243.080002,161.613998,43.52,124.849998,113.123497,225.570007,169.679993
198.710007,14.06575,44.172001,187.820007,111.860001,243.119995,161.589996,43.290001,124.690002,113.574997,224.589996,169.270004
204.029999,14.6125,45.5,195.593338,114.196671,246.479996,162.384003,43.400002,127.309998,115.347504,226.440002,171.360001
210.600006,14.99175,45.124001,193.626663,120.816666,245.169998,160.154007,44.509998,125.43,114.706497,226.770004,172.399994
214.350006,15.612,45.918999,202.146667,121.506668,250.779999,162.249496,44.330002,127.099998,118.052002,229.320007,174.309998
212.860001,15.64775,45.953999,201.563339,121.693336,251.720001,162.952499,43.689999,126.900002,118.143501,229.020004,176.169998
219.960007,15.7,46.049,206.376663,122.589996,251.490005,163.257996,44.299999,126.849998,119.015503,227.070007,176.470001
222.809998,15.488,46.768002,210.28334,122.419998,249.309998,161.505493,45.060001,125.279999,118.134003,226.860001,179.039993
222.149994,16.244499,47.233002,208.406662,121.083336,249.679993,161.153503,45.029999,124.610001,117.842499,227.300003,178.649994
222.070007,16.2645,46.831001,207.96666,120.116669,247.399994,160.932495,45.130001,124.279999,119.058998,226.630005,178.839996
220.580002,16.77825,47.373001,201.706665,119.223335,247.300003,161.699493,45.009998,125.059998,118.529503,229.660004,177
216,16.969749,46.48,190.946671,117.043335,245.710007,159.350494,45.389999,123.540001,117.378998,228.110001,176.240005
206.940002,17.578251,47.5,199.683334,119.116669,250.789993,160.311005,45.09,125.889999,119.678497,230.139999,177.179993
215.410004,17.618999,46.377998,201.710007,118.790001,253.809998,159.900497,44.990002,125.900002,120.114998,231.320007,176.990005
215.139999,17.457001,46.353001,201.196671,117.779999,252.570007,163.205505,45.860001,126.739998,119.921997,232.050003,176.330002
213.949997,17.35825,46.393002,199.593338,117.463333,253.589996,164.057495,46.209999,127.129997,120.397003,232.309998,176.039993
228.600006,17.424999,46.867001,203.373337,120.816666,257.23999,167.482498,45.5,126.110001,121.7565,233.949997,176.570007
231.270004,17.825251,47.07,203.296661,121.946671,257.890015,167.341507,45.900002,127.349998,121.510002,234.960007,177.380005
233.529999,18.018749,47.583,205.896667,122.51667,259.890015,169.193497,45.509998,130.479996,122.445503,234.080002,178.179993
228.339996,17.7885,47.074001,199.786667,120.279999,258.359985,169.156494,45.349998,129.639999,121.419502,232.979996,175.860001
