0.000000000000000000e+00,2.177512386996288130e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.501662991978446549e-01,0.000000000000000000e+00,3.089492454531198584e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.529494790143279714e-01,1.206878883184828860e-01,0.000000000000000000e+00,5.710959101018385775e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.995778771475064106e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.091924891262353911e-02,3.719872224475965217e-01,0.000000000000000000e+00,2.487542557628260320e-01,2.948969134731762032e-01,0.000000000000000000e+00,1.297182036701518548e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.293329973221325591e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.346612247838321119e-01,6.391469052416942631e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.590281611777444482e-02,9.816194662941002402e-02,6.828083489227766700e-02,0.000000000000000000e+00,1.603681616679562827e-01,1.735179576993625961e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.761351117129822397e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.629552202722201804e-01,8.429902304056240137e-02
0.000000000000000000e+00,9.204199873927258746e-02,0.000000000000000000e+00,4.652407599182908915e-02,0.000000000000000000e+00,4.137870154653457977e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.828045572277021413e-01,3.091769408525916196e-01,1.459715536658105772e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.102749856694944075e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.484662524588042043e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.646979729241921930e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.401772215271159305e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.860769218198392805e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.740277223900123238e-01,0.000000000000000000e+00,1.275842921665014118e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.382244004929435055e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.572601190068822818e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.698594504623866241e-01,2.276669224406357994e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.801240000244658135e-01,0.000000000000000000e+00
