27,90,208,80
196,158,202,80
158,196,56,80
90,166,396,80
275,197,409,396
90,158,196,80
290,80,202,409
212,196,202,197
121,275,202,197
158,290,396,80
166,273,202,90
290,202,80,158
202,158,80,396
303,197,409,290
409,56,80,202
71,56,202,80
27,202,158,80
275,158,80,202
121,202,80,158
202,275,80,158
197,80,275,158
56,273,215,80
360,202,290,121
166,196,275,202
275,197,121,290
197,202,166,80
196,202,166,80
196,273,158,202
29,187,80,202
409,291,202,80
165,158,202,290
286,202,273,396
177,166,273,202
296,396,158,409
158,197,290,183
89,409,202,158
134,202,89,158
118,396,62,273
273,56,29,208
388,166,238,81
215,80,202,158
197,158,290,202
254,208,158,166
177,197,121,202
56,409,158,202
254,194,158,81
397,102,166,208
23,158,254,290
62,254,89,166
156,121,196,388
56,89,273,158
56,248,202,158
254,158,273,80
254,38,158,196
284,80,158,409
102,284,81,80
81,190,202,158
81,80,202,158
156,158,290,273
62,303,56,202
81,314,303,158
197,80,158,56
441,56,338,80
203,273,372,202
5,372,81,80
17,197,62,80
372,196,81,80
303,80,81,202
56,38,314,80
81,407,56,80
266,80,196,202
413,154,80,418
372,89,438,158
163,409,273,196
81,196,88,16
81,166,407,80
154,16,80,273
154,121,56,158
237,190,275,80
314,248,197,80
439,215,80,314
197,56,409,158
80,197,410,182
163,81,215,197
81,80,16,197
410,409,80,166
197,80,273,16
410,80,409,407
215,273,80,16
196,182,16,80
38,80,16,163
158,80,102,56
81,88,96,441
88,290,197,190
88,409,290,80
290,396,196,56
197,81,273,80
56,291,396,89
90,196,396,273
196,163,27,16
215,273,53,101
16,158,202,273
215,27,80,196
215,202,96,80
196,96,80,202
89,171,27,80
197,80,202,407
328,27,121,80
202,328,314,80
314,409,396,80
27,80,202,190
190,396,202,80
158,202,80,396
314,328,67,441
372,328,80,67
67,202,396,62
196,197,167,202
67,9,202,80
56,11,273,80
215,409,56,202
396,62,80,196
196,88,396,215
396,196,202,80
158,67,80,291
158,273,202,80
16,196,80,396
396,80,197,196
196,396,80,202
197,273,202,80
409,273,80,56
56,275,396,80
429,80,273,396
16,273,80,202
429,202,396,80
158,80,202,396
429,121,396,202
96,273,429,290
215,62,409,290
215,158,202,208
96,273,80,429
96,273,202,197
96,352,328,197
197,202,80,215
96,197,80,396
442,197,215,166
396,16,202,197
215,96,396,429
328,396,166,80
197,215,273,80
275,166,80,96
215,202,80,56
56,158,202,80
80,409,396,166
375,396,409,80
396,56,409,80
62,80,202,215
396,56,202,80
409,273,396,80
179,16,396,80
273,360,303,80
195,158,273,80
163,396,158,409
16,409,290,396
273,202,328,80
396,71,202,80
290,396,196,158
85,71,409,396
196,409,396,80
88,396,80,158
290,166,89,273
196,396,208,356
435,290,158,396
89,396,202,158
122,197,396,158
89,158,215,396
62,396,215,56
435,409,396,158
409,396,158,197
202,62,56,396
393,175,290,396
151,396,197,290
250,197,175,158
151,396,275,80
275,215,396,62
410,62,151,396
71,197,151,208
197,409,85,190
96,208,197,89
409,202,56,57
175,190,89,290
89,16,409,396
57,58,396,89
275,409,89,396
261,224,290,89
89,62,158,208
275,286,291,89
154,57,158,290
352,303,71,121
16,182,396,435
435,409,396,158
151,16,290,293
261,89,202,151
163,182,286,396
182,273,293,80
139,293,213,158
392,273,396,409
275,182,396,158
197,62,158,396
409,56,158,396
158,286,435,396
392,396,290,107
435,56,158,396
