10,7,11
4,3,0
0,2,3
0,4,11
9,0,6
5,0,11
5,7,0
7,6,0
6,7,0
7,3,0
3,11,0
7,11,3
4,6,0
5,10,7
3,6,0
8,11,7
3,0,7
3,7,0
9,6,3
1,4,7
2,7,5
3,11,7
11,6,7
1,7,0
6,2,3
4,0,7
1,3,0
1,3,0
6,3,0
3,7,0
9,0,3
0,3,8
0,3,7
2,3,1
9,3,6
5,6,7
2,1,7
7,2,5
10,5,11
10,11,3
9,6,5
7,8,10
3,7,0
3,7,0
8,10,7
3,7,4
5,7,0
5,3,7
0,7,11
0,3,7
7,0,3
9,3,7
7,3,1
0,3,7
10,0,7
7,0,3
7,3,0
2,11,3
6,11,3
9,10,11
8,4,10
1,3,0
9,10,7
0,3,1
6,3,9
10,7,11
8,11,3
7,11,3
2,9,3
8,3,11
1,11,10
10,1,7
10,3,1
10,3,11
2,1,7
9,1,3
6,1,3
3,6,11
1,10,11
8,3,11
2,1,7
6,3,0
0,1,3
2,11,3
11,3,7
6,3,0
1,0,3
0,7,3
3,2,1
3,2,11
4,10,5
1,8,10
0,8,3
8,7,1
1,2,3
11,9,3
1,6,9
1,11,3
10,3,11
1,11,3
6,9,3
10,3,11
10,11,3
1,10,11
7,11,3
9,11,3
10,11,3
10,7,3
6,9,3
6,11,3
7,3,11
5,10,11
3,10,7
7,0,3
0,3,7
2,8,3
9,2,3
2,8,3
5,2,1
1,3,2
1,3,2
10,9,2
1,2,9
11,10,3
5,10,3
5,9,1
10,1,3
5,9,3
11,1,5
11,6,3
2,11,3
5,10,1
1,6,10
8,1,2
2,11,3
9,2,3
9,2,1
1,6,11
2,4,1
5,1,2
6,4,1
2,9,6
6,4,11
8,9,11
6,7,5
5,7,9
3,9,6
11,9,6
9,2,1
2,3,4
9,6,3
9,4,6
11,1,4
7,1,6
6,11,1
6,11,3
1,11,3
5,1,9
7,1,5
1,6,9
9,1,6
7,1,11
9,1,7
8,11,9
9,1,6
1,6,9
5,1,9
6,9,11
6,1,11
1,9,6
6,1,11
7,6,9
1,6,11
7,11,6
11,3,9
6,3,11
7,4,11
11,7,4
10,9,1
5,6,11
11,6,7
9,3,0
7,6,3
9,2,11
10,11,3
1,2,7
11,4,1
9,10,11
0,3,4
10,4,5
5,10,7
10,11,3
11,4,3
11,4,7
7,10,11
9,1,0
6,7,3
6,2,0
7,11,3
3,7,1
11,4,3
11,7,3
0,6,9
4,11,3
4,7,3
10,4,1
5,4,3
7,4,3
0,4,1
10,5,3
5,10,1
7,9,5
5,8,3
2,8,3
1,7,4
10,8,3
7,3,9
9,6,7
2,11,3
0,2,3
4,2,1
4,2,1
0,2,1
9,2,3
7,6,1
9,6,7
7,3,11
0,2,3
2,1,3
8,2,7
11,1,3
2,3,11
7,1,2
9,3,2
11,3,8
1,3,0
11,4,3
1,4,3
10,4,1
11,3,1
5,3,9
4,1,2
9,7,3
9,5,0
5,8,3
7,0,3
1,3,7
10,0,3
5,3,9
4,3,9
10,1,2
