3,0,1
1,0,3
0,1,3
11,2,3
5,1,0
3,8,9
3,8,9
1,2,3
1,2,3
0,3,1
7,11,3
1,3,0
11,2,3
2,1,3
5,1,3
0,3,1
4,11,0
3,2,4
0,1,3
11,2,3
8,0,1
6,1,3
11,3,0
0,2,3
1,3,0
1,2,3
0,3,1
8,3,1
2,1,9
9,1,3
0,1,3
1,2,3
11,1,9
1,10,3
1,2,3
11,1,3
1,11,3
5,2,3
10,2,1
5,1,11
11,2,3
6,2,3
1,0,8
4,3,0
0,2,3
11,1,0
11,2,3
0,1,11
4,3,6
1,3,0
4,0,3
4,1,3
4,0,3
1,11,3
1,3,2
8,3,1
1,2,3
11,3,1
1,2,3
2,6,3
8,3,1
0,3,11
9,2,3
2,1,5
11,1,9
0,2,3
0,6,3
4,11,3
6,3,0
4,0,3
2,11,3
1,0,3
4,1,3
1,2,3
7,3,11
4,2,3
7,1,0
4,2,3
1,2,3
5,1,3
4,3,1
4,2,3
2,1,3
9,1,3
1,3,2
1,7,11
4,3,0
4,3,2
5,4,1
2,5,3
1,11,2
4,2,3
11,4,1
1,3,4
11,3,4
11,3,2
3,4,2
3,2,5
11,2,9
4,9,2
1,2,3
2,11,3
9,1,3
11,2,3
1,2,3
1,2,3
1,2,3
1,2,3
9,2,3
1,9,3
1,11,3
2,3,1
1,3,0
0,2,3
2,4,3
1,4,3
4,2,3
1,4,3
2,11,3
4,1,3
4,2,3
4,2,3
4,2,3
2,1,3
1,2,3
4,3,1
4,1,3
1,2,3
1,3,5
4,0,1
1,9,3
2,1,3
1,2,3
0,3,1
2,4,3
11,1,3
4,1,3
5,1,3
0,1,3
2,1,3
2,3,1
4,3,1
2,1,3
0,3,1
9,2,3
9,3,1
5,2,1
2,1,3
2,3,1
2,1,3
1,2,3
2,1,3
2,3,1
0,2,1
1,2,3
2,3,1
2,1,3
1,2,3
2,1,3
2,1,3
3,2,1
2,1,3
2,1,3
9,1,3
2,3,1
2,1,3
2,1,3
2,3,1
2,1,3
2,1,3
2,1,3
11,1,3
2,1,3
3,2,1
2,1,3
2,1,3
2,1,3
7,1,3
11,2,3
2,3,1
2,3,1
1,2,3
2,1,3
2,1,3
2,3,1
2,0,3
1,2,3
5,1,3
4,0,2
2,9,3
2,5,1
2,3,1
2,1,3
7,2,3
0,2,3
7,3,11
2,3,1
2,1,3
2,1,3
2,1,3
2,1,3
1,11,3
1,2,3
2,1,3
2,1,3
1,3,2
2,1,3
11,3,9
0,2,3
2,3,1
11,2,3
3,5,1
2,1,3
2,1,3
1,2,3
0,1,3
2,1,3
2,3,1
0,3,1
0,1,3
2,3,1
3,2,1
3,2,1
3,2,1
2,3,1
9,3,1
9,3,1
11,1,3
0,3,1
9,2,3
10,3,1
2,3,1
0,2,1
3,2,1
3,2,1
1,2,3
2,3,1
5,2,1
2,1,3
5,3,1
9,5,1
2,3,1
5,3,1
5,3,1
5,9,1
2,3,1
11,3,1
1,2,3
5,3,1
9,5,1
9,2,1
2,3,1
