winner_num,ar,ar_self
1.0,6.805711610996239,-0.289182602954123
2.0,7.007814382407737,0.09507603060570902
3.0,8.272825303466567,-0.04885852269129709
4.0,8.971139691655463,0.0374393039337364
5.0,8.166878041928818,0.07626737471848011
6.0,7.02964520497107,0.0341086849230845
7.0,6.201905974222772,-0.05283953164089539
8.0,5.958623814137456,-0.07774765226320945
9.0,5.4153290297680305,-0.05045502381418776
10.0,4.935400974037987,-0.08037305388947558
11.0,5.050981837753957,-0.09423646530594909
12.0,5.041634406390212,-0.1512451701456199
13.0,4.911013727928549,-0.13706286723799999
14.0,4.87875636095058,-0.11577665720133945
15.0,4.767031092966039,-0.13809628933006957
16.0,4.750888276509281,-0.18122645011457494
17.0,4.532412825292488,-0.17334231770692854
18.0,4.400263445620781,-0.20488849705298506
19.0,4.1959643126805055,-0.21443005148045524
20.0,3.927106237989748,-0.21259075109508063
21.0,3.9620845873595396,-0.21720028807572178
22.0,3.9193870925972147,-0.20973014555806502
23.0,3.7282449564272317,-0.21339590645555573
24.0,3.499618367512544,-0.2120285838068382
25.0,3.4013983430706443,-0.2197896497934252
26.0,3.373013467741096,-0.22674542160661482
27.0,3.43023801383338,-0.211797563655718
28.0,3.387052876377549,-0.1831285229352333
29.0,3.3233087891324606,-0.18942805214196867
30.0,3.218181487965297,-0.19779720204512696
31.0,3.197753002561118,-0.20372180500795922
32.0,3.1741921773706885,-0.20305528156702235
33.0,3.145568822109942,-0.20419789094697005
34.0,3.0700137477541265,-0.21841130484665683
35.0,2.994203676716167,-0.21652474313964998
36.0,2.907654003670563,-0.20294482499857625
37.0,2.8643344580913115,-0.1997995346710878
38.0,2.7416817668719564,-0.20498947137799817
39.0,2.6601958082125665,-0.2188260085600937
40.0,2.650189564146873,-0.2324923577220106
41.0,2.6262620943089345,-0.23718139696954965
42.0,2.601643986621349,-0.23434481323186707
43.0,2.58684490345139,-0.22885964697541905
44.0,2.4802736122375455,-0.22868914731492418
45.0,2.475612816439505,-0.23437256374001636
46.0,2.4777839097935397,-0.23526348904161132
47.0,2.436938280519697,-0.24086474182828188
48.0,2.359732994368091,-0.23313853869581702
49.0,2.3203083069068113,-0.23487807556253404
50.0,2.2962940586594107,-0.22426139597006944
51.0,2.2440172605337168,-0.22483047779370513
52.0,2.214194339287334,-0.22377239309450703
53.0,2.185200994900387,-0.23143271119954345
54.0,2.141596843923871,-0.2279293903677011
55.0,2.1227151069909422,-0.2347539069539174
56.0,2.1168605320277,-0.23886710003948175
57.0,2.0888229553496114,-0.2405463830980602
58.0,2.095417431758956,-0.24478720916286179
59.0,2.070275453643506,-0.24685014095120306
60.0,2.0366010620181925,-0.24213429906006767
61.0,2.004602898990469,-0.23519377181418477
62.0,2.002798351107117,-0.2340385910186603
63.0,2.0016650678591543,-0.22905311911733817
64.0,1.9978168829807013,-0.2357050133885794
65.0,1.987961548855644,-0.23622585462644774
66.0,1.970738538752813,-0.2316140345035108
67.0,1.9376291379042905,-0.23160725912673752
68.0,1.9072521225762054,-0.2301334535376789
69.0,1.9021560313527877,-0.23503023061517125
70.0,1.8816428517460118,-0.23624583207144645
71.0,1.8392911849444693,-0.23965011633411903
72.0,1.81853181629495,-0.24327140148673188
73.0,1.793963781107344,-0.2447626392953558
74.0,1.7791405433408158,-0.2426910286432291
75.0,1.78704063106747,-0.23864322022021356
76.0,1.7712375578743074,-0.23882235643633465
77.0,1.769711128312296,-0.24327644902234868
78.0,1.7558044085915232,-0.25254300415960507
79.0,1.7650396173344025,-0.25027135661414923
80.0,1.7392726742874989,-0.25008093755138705
81.0,1.7125923382509285,-0.2535058500518935
82.0,1.684692770210654,-0.2512211345863389
83.0,1.6579379700453951,-0.25617789076127007
84.0,1.6419503906034758,-0.25548442100504
85.0,1.6314138190320877,-0.25405913669049984
86.0,1.638956803082996,-0.25229062062994023
87.0,1.630247361938412,-0.25149050580541843
88.0,1.5933004649434643,-0.251913187701439
89.0,1.5794412462118719,-0.2549058013422315
90.0,1.5672417347223062,-0.25636391224068034
91.0,1.555709622181594,-0.2567151592524878
92.0,1.540697644812525,-0.2562991615650594
