10,7,11
5,10,2
0,7,10
4,3,10
0,7,10
10,4,0
0,6,7
10,0,4
0,11,10
4,10,8
7,10,2
0,7,10
10,0,4
0,7,10
10,4,7
2,10,7
7,0,10
4,2,5
0,7,10
10,7,4
0,10,7
5,10,7
10,7,8
10,2,7
10,0,8
2,7,5
7,0,10
7,10,0
7,0,10
10,6,5
7,0,10
6,10,4
7,0,5
10,0,7
10,7,2
0,7,8
0,7,10
0,7,10
2,4,7
0,7,8
0,4,7
10,7,6
7,10,0
7,0,5
5,9,10
8,7,0
10,3,0
0,7,10
2,5,9
5,7,8
10,7,5
5,2,7
10,2,7
0,7,10
10,0,2
7,0,10
7,0,2
7,0,10
0,4,10
4,0,7
10,7,2
5,0,10
9,3,0
7,0,5
7,0,10
6,10,5
10,6,5
10,5,8
5,10,7
4,5,10
5,10,7
8,5,10
0,11,7
10,2,5
7,0,11
10,2,5
7,0,10
5,10,4
4,10,2
10,5,0
10,6,0
4,5,10
4,0,10
6,5,10
10,5,8
10,7,6
8,10,5
0,10,7
10,7,4
3,10,6
10,0,7
10,6,2
10,7,5
2,10,9
5,10,6
10,7,8
8,10,0
7,10,4
10,7,9
7,0,10
10,6,7
10,7,0
10,0,5
10,7,6
0,10,7
10,0,7
7,0,10
10,0,7
7,0,10
0,10,2
10,7,0
10,5,7
10,5,8
5,7,10
5,10,6
10,7,5
7,11,10
7,0,10
7,11,10
8,10,5
10,7,8
10,6,8
10,7,5
10,0,7
7,0,6
7,5,10
10,6,7
7,10,0
3,10,7
5,6,7
10,6,7
10,6,7
5,10,8
7,11,0
5,10,6
7,0,10
10,6,7
10,6,11
10,11,0
10,6,7
0,10,6
4,10,0
4,10,5
1,6,10
10,6,4
4,3,10
4,10,6
4,6,5
6,0,10
6,11,10
10,0,6
10,6,7
9,7,10
0,10,6
10,4,6
10,5,6
10,9,4
5,6,10
0,4,10
10,6,11
8,5,10
9,11,10
10,5,6
7,6,4
4,11,10
10,6,8
10,6,7
10,11,0
5,6,10
10,4,11
10,6,9
0,10,7
6,5,10
6,8,10
7,6,0
6,10,4
4,10,8
10,8,4
4,6,0
10,11,0
10,0,6
4,6,10
4,0,10
10,4,6
1,5,7
10,9,4
4,10,6
3,1,9
8,1,6
9,10,0
6,4,8
9,11,8
8,1,5
9,10,5
6,10,8
7,0,11
9,10,4
10,7,5
6,8,9
5,8,4
10,9,5
0,7,9
10,4,6
5,9,7
5,9,6
4,10,5
10,7,6
7,1,11
4,6,7
10,4,6
6,0,10
11,7,10
8,7,6
7,10,4
5,9,6
9,6,10
10,4,6
9,6,5
8,4,5
5,8,4
8,10,5
4,7,8
7,5,8
10,6,7
10,6,7
2,7,6
2,10,6
4,9,6
8,6,10
9,6,8
6,10,8
4,3,6
10,8,5
6,8,7
9,6,5
7,8,6
10,6,7
8,7,6
10,7,6
10,7,6
8,7,6
7,4,11
2,10,4
7,2,0
0,7,6
7,0,10
7,4,0
0,2,7
0,2,3
3,7,0
6,11,7
