winner_num,ar,ar_self
1.0,-0.2624183106378869,0.10990629219415782
2.0,-0.09991329719922548,0.41750688870582575
3.0,0.040783345156419015,0.23442431577089584
4.0,0.0441605464642405,0.19719157998796488
5.0,0.11515481555674612,0.03773886428617135
6.0,0.17401603847394553,-0.00036141600106764926
7.0,0.17138768212494804,0.020462276154902037
8.0,0.10873962126449732,0.030348737201671305
9.0,0.03999113230922635,-0.01883223341225737
10.0,0.01167919368749315,0.0005036731093672753
11.0,-0.07290834148648861,-0.023673360845872016
12.0,-0.05538682855603583,-0.04988971805609643
13.0,-0.08671966717987056,-0.06411880971193762
14.0,-0.12056637838373918,-0.11204879998355965
15.0,-0.1403448336301647,-0.10009128250559962
16.0,-0.1424937171183417,-0.08816622179464306
17.0,-0.15183457184473315,-0.10716559716284513
18.0,-0.14842567141140062,-0.09619701307953477
