winner_num,ar,ar_self
1.0,6.377781606932662,-0.21447230492913738
2.0,4.372621188499059,-0.16898749750479558
3.0,3.900779051372136,-0.018600600057005257
4.0,3.3061142175957903,-0.18481924800936045
5.0,3.0002833478466195,-0.21567706251976937
6.0,2.7211314667001827,-0.11967135418410868
7.0,2.4767532790627285,-0.13865379800913624
8.0,2.2572880497626846,-0.13528110921615633
9.0,2.0045006172141178,-0.09181174950651072
10.0,1.8484031165980714,-0.11358172259756627
11.0,1.8964540087082793,-0.1521136678651891
12.0,1.8892136751423747,-0.1585676099915745
13.0,1.8639939808427681,-0.15608915468879558
14.0,1.8461524580410056,-0.16239573166560817
15.0,1.761656010861143,-0.16753967066066944
16.0,1.7507241301535275,-0.18432074627456352
17.0,1.7282478244463917,-0.1870330275169093
18.0,1.674380233353765,-0.17951484570409193
19.0,1.6231622892960433,-0.1817661612063819
20.0,1.6363201303236106,-0.17709646861874329
21.0,1.6391437894021044,-0.16348375986188957
22.0,1.6039627133750316,-0.15553964868254
23.0,1.5911272782210006,-0.14863903095987796
24.0,1.5490763224436601,-0.15248003964764656
25.0,1.515047055430386,-0.14877821924189205
26.0,1.4819091339534172,-0.15460923944727878
27.0,1.451946835063405,-0.14656367779367596
28.0,1.3899727051503037,-0.14276468183878255
29.0,1.372358054809394,-0.14830349750493477
30.0,1.3772380025942077,-0.14082985551379745
31.0,1.3707316567702317,-0.14334808671774213
32.0,1.312361432866636,-0.1444486005392156
33.0,1.2919337346069368,-0.15091132601706392
34.0,1.251583160780032,-0.1524682083300547
35.0,1.2345138494018202,-0.16606233318722186
36.0,1.2176525759345704,-0.16218279860621387
37.0,1.1898475994461606,-0.16176454750239122
38.0,1.163129967370077,-0.16978479748383213
39.0,1.16491987301379,-0.1771842201928625
40.0,1.153708143045605,-0.18076127942502818
41.0,1.1375893758777096,-0.18282558514826408
42.0,1.0912327143599643,-0.18740898518330007
43.0,1.080753207400452,-0.18721526202109817
44.0,1.0638877702755662,-0.18515450053708404
45.0,1.0642892510609592,-0.18930044331383755
46.0,1.0280126999585253,-0.18845061136195518
47.0,1.0209663414027386,-0.1922251404350116
48.0,1.0166148360989689,-0.18578802983978715
49.0,0.9896736818668204,-0.1985381890813931
50.0,0.9638487687802193,-0.19988381220133278
51.0,0.9504008447339081,-0.19879315638344863
52.0,0.9343504800148865,-0.20134990792035046
53.0,0.9195559433145721,-0.19465494136200667
54.0,0.9129775439903258,-0.20237262707554993
55.0,0.9157502378332165,-0.19741203804058038
56.0,0.8994624288610531,-0.1931129233957526
57.0,0.8920863628436864,-0.18695973428741242
58.0,0.8689841390248023,-0.18839822717608967
59.0,0.8488333991260084,-0.18800502329461577
60.0,0.8386925172779627,-0.18822141888312927
61.0,0.8235786125080486,-0.18273045409599187
62.0,0.8169228216211233,-0.1839941073768092
63.0,0.7987701526532511,-0.18677523942031482
64.0,0.7965966220085303,-0.1893622935973972
65.0,0.7810064011882458,-0.19199818502389143
66.0,0.7774081110176074,-0.19213797681940858
67.0,0.7642424156666678,-0.19674769856710062
68.0,0.7577765605259748,-0.19550856113661608
69.0,0.7508074317222946,-0.1971565908187578
70.0,0.734354403653863,-0.19288586575707023
71.0,0.7281916948555935,-0.19007647101130787
72.0,0.7204680468480851,-0.1917234097762769
73.0,0.7226316155300616,-0.18918000812822489
74.0,0.7122055738576292,-0.18923876771181014
75.0,0.7086851395263458,-0.1884647553343387
76.0,0.702424605172606,-0.18851031070638835
77.0,0.7046942821740148,-0.18670960847234064
78.0,0.6932136224900658,-0.18716631282174012
79.0,0.6976372863435658,-0.18469954171064007
80.0,0.6979045082047028,-0.1874727133179448
81.0,0.6919750393205129,-0.18534861998597352
82.0,0.6938157396952431,-0.18750855560293544
83.0,0.6966103235978811,-0.18895669316119845
84.0,0.6922444069030431,-0.18778068069572984
85.0,0.6820970929867736,-0.1884833734103103
86.0,0.668077061925046,-0.1923360531958488
87.0,0.6582656216635616,-0.1980090523231508
88.0,0.6499229924282284,-0.1990750282065965
89.0,0.6405820812794667,-0.20000752081949424
90.0,0.6385280168424123,-0.20002929699389727
91.0,0.6337096811644547,-0.19984477893025332
92.0,0.6230889559391091,-0.19902400722072489
