winner_num,ar,ar_self
1.0,-0.2996315893135867,0.9602427890497842
2.0,-0.01634884249693347,0.5380457709836184
3.0,-0.0418273734109017,0.051208530370131955
4.0,-0.24001986417370835,-0.21111842375235867
