187,303,401,186
311,346,458,60
45,355,43,172
398,394,166,122
199,43,78,288
462,311,25,90
93,222,235,321
357,44,411,41
368,216,451,458
392,411,160,298
451,202,303,323
364,355,443,122
41,381,272,119
451,132,112,199
240,434,357,428
328,187,343,236
31,298,57,444
18,394,226,120
433,240,134,43
114,323,60,143
344,280,43,378
293,373,444,13
411,112,454,441
371,447,342,29
292,368,357,394
112,44,342,392
60,288,126,286
55,399,444,288
377,44,411,186
278,346,271,208
161,371,300,263
271,74,3,132
25,322,454,45
364,323,166,120
433,114,350,112
458,130,378,133
298,88,29,45
286,377,226,68
378,112,371,267
288,3,68,112
78,30,90,309
401,378,144,44
114,389,327,325
288,55,444,130
121,321,187,174
451,13,78,458
378,225,79,244
29,45,271,258
147,303,186,368
303,112,43,226
186,55,43,232
44,431,166,311
271,254,248,13
390,412,25,173
355,192,53,296
346,83,3,43
68,186,292,112
44,411,43,368
187,68,303,130
389,411,382,203
202,288,458,364
355,364,202,79
72,198,66,131
444,43,346,357
451,186,199,244
112,286,45,186
44,78,409,458
43,173,444,42
239,342,90,232
130,89,323,225
216,112,199,451
309,328,303,109
421,187,444,292
199,230,78,263
380,390,315,25
368,60,303,78
130,90,112,186
95,22,226,244
45,178,325,13
424,90,303,75
78,187,303,451
65,222,229,390
134,186,390,43
102,248,160,25
134,394,276,295
244,309,303,389
311,203,240,350
309,104,68,187
390,68,350,253
244,68,328,92
13,88,244,225
350,300,303,203
90,186,68,226
24,119,214,444
346,451,186,27
371,283,211,323
458,153,248,131
412,323,79,244
174,92,232,350
444,225,130,166
214,304,45,3
303,364,112,132
230,309,364,78
41,13,187,243
444,353,368,216
120,323,303,216
68,389,368,90
389,209,263,78
243,214,315,41
364,232,411,226
240,78,60,451
369,244,230,174
225,122,424,447
90,390,350,68
371,276,364,216
349,355,90,303
132,78,240,226
354,79,90,186
213,271,463,444
44,186,130,79
444,222,350,191
186,401,199,288
328,249,226,225
426,244,336,346
90,303,399,309
68,225,130,286
325,254,463,13
247,59,311,328
72,399,113,30
406,187,353,122
401,372,244,43
244,166,13,232
55,411,303,232
30,292,12,411
350,216,371,13
300,463,342,458
409,350,68,226
357,451,303,397
187,394,42,47
411,289,389,120
288,392,243,411
378,112,311,303
45,342,394,444
365,343,50,303
452,343,122,130
265,90,244,399
25,203,440,233
254,271,90,186
134,283,216,378
300,288,208,346
411,43,159,288
462,119,267,353
321,276,454,389
68,72,272,396
60,411,74,225
429,327,403,353
458,44,225,350
254,424,303,43
44,371,130,120
378,371,44,187
210,185,292,411
368,383,350,378
309,216,342,303
303,187,401,112
350,300,187,303
303,244,444,112
346,444,335,43
78,298,276,263
93,68,346,78
421,125,76,43
298,247,323,178
216,134,276,152
107,124,23,84
315,122,225,144
216,421,303,43
323,328,125,187
