CCL
CCL
HCA
HCA
CRL
BBY
BBY
BBY
BBY
WBD
ALGN
ALGN
LYV
APTV
AMD
AMD
AMD
AMD
AMD
EPAM
AMD
AMD
META
META
AMD
AMD
META
META
META
META
INTU
META
INTU
ON
NTAP
CRL
NVDA
AAL
CCL
CCL
NVDA
ANSS
EW
ANSS
AMZN
NCLH
META
META
META
META
META
META
META
CCL
META
META
CCL
CCL
NVDA
CCL
CCL
CCL
WBD
WBD
WBD
VTRS
VTRS
TER
TER
GNRC
CCL
TER
NVDA
ALGN
ALGN
ALGN
BKNG
EPAM
TER
AMD
AMD
EPAM
TER
TER
TER
CINF
CINF
AVY
NOW
TSLA
TSLA
TSLA
META
BBY
BBY
MTCH
TSLA
SWK
SWK
SWK
SWK
SWK
CCL
ADBE
ADBE
CCL
ADBE
NCLH
SWK
AMZN
GNRC
META
META
AMD
COF
MPWR
META
BX
MCHP
BX
BX
BX
BX
BX
BX
NFLX
NFLX
NFLX
LYV
EMN
EMN
ANSS
ALGN
TSLA
ALGN
TSLA
TSLA
TSLA
WBD
META
META
GNRC
GNRC
GNRC
NCLH
GNRC
QCOM
FTNT
TFX
WBD
DXCM
ROL
APTV
GNRC
GNRC
APTV
EW
EW
EW
EW
LYV
EW
EW
CCL
GNRC
CCL
GNRC
CCL
CCL
CCL
GPN
ANSS
TFX
GPN
FIS
INTC
FIS
NCLH
NCLH
NCLH
FIS
CRL
CRL
CRL
CRL
CRL
LYV
CRL
CRL
NCLH
FIS
EW
MTCH
NCLH
MTCH
MPWR
TER
GNRC
GNRC
GNRC
TSLA
GNRC
RCL
MTCH
GNRC
RCL
RCL
TSLA
LYV
TSLA
MTCH
MU
EPAM
ALGN
NCLH
CCL
MTCH
MTCH
MTCH
MTCH
MTCH
MTCH
MTCH
MTCH
MTCH
MTCH
GNRC
GNRC
GNRC
WBD
WBD
TSLA
META
META
CHTR
WBD
WBD
WBD
WBD
WBD
WBD
WBD
WBD
GNRC
EBAY
MGM
EBAY
CHRW
CHRW
MTCH
MTCH
MTCH
TXN
TXN
EPAM
APTV
WBD
WBD
WBD
GNRC
CCL
MTCH
MTCH
CCL
CCL
CCL
WBD
WBD
WBD
WBD
CCL
MAR
META
FTNT
EPAM
ALGN
EPAM
ALGN
ALGN
CCL
ALGN
CCL
ALGN
CCL
TSLA
HAS
LULU
IFF
HAS
TSLA
SWK
TSLA
TSLA
TTWO
EPAM
GNRC
CCL
AMD
ENPH
GNRC
GNRC
GNRC
GNRC
GNRC
GNRC
GNRC
GNRC
GNRC
WBD
WBD
WBD
WBD
WBD
CCL
WBD
WBD
WBD
ENPH
ENPH
ENPH
ALGN
DXCM
SWK
BIO
CCL
CCL
CCL
RMD
RMD
RMD
RCL
GNRC
GNRC
GNRC
GNRC
GNRC
GNRC
GNRC
GNRC
ALGN
MPWR
WBD
ALGN
ALGN
ALGN
GM
DXCM
EL
MTCH
MTCH
MTCH
CCL
ENPH
ENPH
ENPH
MTCH
MTCH
MTCH
MTCH
MTCH
MTCH
MHK
ALGN
ALGN
ENPH
TER
ALGN
ALGN
ALGN
MHK
ALB
ALB
ALB
ALB
LYV
LYV
RMD
ALB
RMD
ALGN
ALGN
ALGN
FMC
ALGN
ALGN
SMCI
NFLX
NFLX
NFLX
NFLX
ALGN
GNRC
GNRC
ALGN
WBD
ENPH
META
WBD
WBD
WBD
ALGN
SMCI
ALGN
SMCI
SMCI
SMCI
GNRC
ALB
ALB
ALB
ALB
ON
ON
ALB
ALGN
ALGN
ALGN
ALGN
ALGN
ALGN
GNRC
VTRS
TTWO
GNRC
MTCH
MTCH
MTCH
TSLA
TSLA
MU
MU
EPAM
EPAM
ALB
EPAM
EPAM
GNRC
AAL
GNRC
GNRC
GNRC
GNRC
GNRC
GNRC
GNRC
GL
GL
GL
GL
GL
GL
MTCH
MTCH
MTCH
MTCH
MTCH
MTCH
MTCH
MTCH
MTCH
WBD
WBD
MTCH
MTCH
HON
SMCI
TER
WBD
WBD
WBD
FSLR
FSLR
MTCH
DECK
MTCH
MTCH
MTCH
MTCH
MTCH
MTCH
MTCH
MTCH
MTCH
MTCH
MTCH
MTCH
SMCI
SMCI
SMCI
SMCI
SMCI
SWK
SWK
ON
ON
EPAM
TSLA
TSLA
TSLA
ENPH
SWK
ENPH
WBD
WBD
MTCH
MTCH
EPAM
EPAM
EPAM
EPAM
EPAM
EPAM
ENPH
CTSH
ALB
MTCH
EL
SWK
RMD
RMD
GNRC
GNRC
DXCM
VTRS
DXCM
AVGO
AVGO
AVGO
VTRS
SMCI
SMCI
VTRS
SMCI
ALGN
VTRS
DXCM
