winner_num,ar,ar_self
1.0,2.1695985160534854,-0.1713533648253287
2.0,1.827254218026475,0.27224886149799676
3.0,1.7255933827957302,0.06579209997118407
4.0,1.27199756982969,0.07513453452397423
5.0,1.0632366903898345,-0.04675876709751481
6.0,1.0434333584106334,0.003986806293160727
7.0,1.0220373859128533,0.04295398806781714
8.0,0.9838298589472871,0.044334661493041105
9.0,0.8653376333948346,0.029757247230466133
10.0,0.7213854409376472,-0.005177916720095377
11.0,0.6678006615583103,-0.05115324993981263
12.0,0.6169946240334809,-0.08228471388837055
13.0,0.5626106129022468,-0.08354511672807663
14.0,0.5196469512395014,-0.09131636432401824
15.0,0.49410978166818653,-0.09089917944585424
16.0,0.4512001892972446,-0.09510581390657113
17.0,0.4148568116085447,-0.09131120956406547
18.0,0.41909135671281894,-0.1037695810472159
19.0,0.39534944751536805,-0.11921108474727982
20.0,0.35623258328050866,-0.1129872381687943
21.0,0.33319963481196524,-0.13174290932720634
22.0,0.3045643788965371,-0.1274774661994995
23.0,0.30684595798920133,-0.13030587502956759
24.0,0.27957793375205187,-0.13259373831347432
25.0,0.26074641077825333,-0.12777898832650858
26.0,0.246446855308452,-0.13915293419801766
27.0,0.24718379013217828,-0.15866453457111362
28.0,0.2306260226468302,-0.14632153004280057
29.0,0.23344596974105736,-0.1489010396862469
30.0,0.2108693803418118,-0.14892561431794094
31.0,0.18546500852438585,-0.1467099714671254
32.0,0.1850596108981406,-0.1455077282073317
33.0,0.1702915990501137,-0.13869066030754218
34.0,0.17441607505127488,-0.14699431015164877
35.0,0.168162930577894,-0.16158818220033633
36.0,0.16972443219526023,-0.15728705624750805
37.0,0.15338207206869514,-0.1527239885315812
38.0,0.15449181712096038,-0.15504126138995067
39.0,0.14725908014731193,-0.15550940458208495
40.0,0.1355420302930932,-0.16145120441618233
41.0,0.12959705718476777,-0.15624579074605605
42.0,0.1253579391260764,-0.15616469877049233
43.0,0.13729293860342362,-0.15645327216434957
44.0,0.13255354220855242,-0.15899778705725032
45.0,0.12951883326458136,-0.1624170097284492
46.0,0.13999372000261046,-0.16065998870457676
47.0,0.13606842079563286,-0.16296440654842947
48.0,0.12959517502277595,-0.16266552783671773
49.0,0.12171327605106175,-0.1661500799190634
50.0,0.12009660426003821,-0.16784620553488516
51.0,0.10284647858176355,-0.1673722475651901
52.0,0.10726647315099336,-0.17265232486604232
53.0,0.10318579008581774,-0.17045574486776993
54.0,0.10091456171629254,-0.16982960725008234
55.0,0.10377195706470488,-0.16990483899889053
56.0,0.0961611096817685,-0.16873648773036964
57.0,0.08911868423384361,-0.16952414600244559
58.0,0.08756877994478574,-0.16784056313781448
59.0,0.0811510921944969,-0.17620819649411934
60.0,0.0789739961801017,-0.17580558729046003
61.0,0.07522692808248332,-0.17599189252619918
62.0,0.06716839552759346,-0.17997431895302463
63.0,0.05764507954799836,-0.17936964154523394
64.0,0.05173740550558925,-0.1826382935848161
65.0,0.04855383398215496,-0.18200350087057904
66.0,0.050787732168424915,-0.17627627329511264
67.0,0.049065768069256555,-0.17354790315518032
68.0,0.04478094367140306,-0.17990793585552833
69.0,0.039607398574386554,-0.1832348719185365
70.0,0.041087089896703954,-0.1848411581701095
71.0,0.03909212568878018,-0.18728574768911155
72.0,0.0357932119843698,-0.1850792005128944
73.0,0.03589382204796254,-0.1799305532313037
74.0,0.030716688964324224,-0.17917059655159706
75.0,0.027973507411652276,-0.175478732540144
76.0,0.02179638406042006,-0.17834321741204273
77.0,0.020998327911263992,-0.1789071629750788
78.0,0.01980069292548059,-0.17575105269981917
79.0,0.015865284534465784,-0.18004451589341486
80.0,0.012792614114381706,-0.1794134965921298
81.0,0.007005167339670937,-0.17881001327631885
82.0,0.00952288375642163,-0.17786949588035939
83.0,0.0019367696239880328,-0.17783484310965403
84.0,0.00035768943091252225,-0.17850347309036207
85.0,-0.0007993936439834037,-0.18023771652353682
86.0,-0.0007453323663089151,-0.18352653979023825
87.0,-0.004548382324573663,-0.18110389582830122
88.0,-0.006480772966492854,-0.1796643389821917
89.0,-0.011060391010145776,-0.17685904105553674
90.0,-0.012042420370918294,-0.17372144133329437
91.0,-0.010810119399603413,-0.1745822629809004
92.0,-0.010469114129732393,-0.17139047890278225
