FITB,SLB,SPG,CCL
L,MTCH,TRGP,PCG
DAL,APTV,LRCX,KLAC
MOH,XYL,ELV,PH
RCL,UAL,PARA,BKR
AMP,CBRE,BLDR,MKTX
NEM,ALB,PCG,AWK
HUM,TPR,APTV,HAL
BX,CPAY,EQT,APA
MGM,IVZ,ENPH,MPC
UAL,SMCI,KKR,EQT
ENPH,AMZN,MPC,BG
NOW,NXPI,APTV,NEM
MPWR,DLR,EPAM,BAX
ALGN,NCLH,CMG,UAL
NCLH,MPC,DXCM,HAL
QCOM,AMAT,LYV,KLAC
DFS,AMP,FICO,COF
DAL,AXP,ON,BA
UAL,RCL,NCLH,PARA
MPC,BA,TRMB,PAYX
HBAN,MRO,APA,AEE
CE,LKQ,REGN,FCX
DAL,ON,UAL,ENPH
EXPE,EMR,TRGP,NCLH
ON,UAL,PCG,VTR
AAL,UAL,RCL,IPG
NWSA,TRGP,ENPH,TSLA
ALGN,VLO,DHR,BBWI
DECK,UHS,SYK,NXPI
EPAM,ENPH,APTV,CF
TTWO,PCG,MCHP,HOLX
MCHP,MPWR,TRGP,DLR
ODFL,TPR,VTR,PANW
LEN,ALGN,ENPH,HOLX
VTR,BX,TRGP,TPR
INTC,MPWR,LRCX,KLAC
PTC,MKTX,AMZN,NVDA
ON,AMP,MPWR,CRL
BBWI,DRI,MPC,NCLH
BBWI,CMG,HOLX,DECK
MCHP,DHR,TRGP,ENPH
DFS,COF,EQT,OXY
TPR,PHM,ENPH,CMG
SYY,WYNN,AAL,GM
LKQ,FITB,WY,FANG
UAL,TDG,OKE,TRGP
LRCX,KLAC,ON,MPWR
URI,DAL,DRI,NCLH
LEN,BKR,TPR,NVDA
AMT,DRI,BBWI,BX
NCLH,ALGN,SMCI,AAL
BA,TDG,FICO,CVX
KLAC,IFF,ENPH,TER
CRM,EPAM,MA,KR
EQT,DECK,NVDA,BBWI
BBWI,ROST,RCL,DRI
AVY,ITW,TRGP,ROK
BLDR,LEN,NCLH,CCL
COP,KMI,HAL,OKE
EQT,AMP,NCLH,ENPH
NCLH,WYNN,TRGP,AAL
MGM,LMT,AXON,UAL
ESS,CVX,DD,VTR
WMB,FANG,COP,EPAM
DFS,HAL,FANG,PCG
ON,PHM,NVDA,ENPH
EW,EPAM,NVDA,GEN
OKE,FE,UAL,ULTA
HOLX,MKC,AVY,PARA
MOH,AVB,MGM,TRMB
LKQ,MTCH,BX,USB
AAL,WYNN,ENPH,DAL
WYNN,CCL,MAR,BKNG
SPG,ULTA,DRI,MKTX
AVY,PRU,DFS,PARA
DOC,MO,HLT,LEN
MOH,IQV,RVTY,TDG
VLO,DFS,CNP,TRGP
CPAY,AOS,APTV,AMZN
DVA,MTD,NCLH,AXON
CPT,UNH,HUM,ENPH
EPAM,MHK,DAL,AXP
IDXX,EQT,DTE,PCG
LEN,NVDA,GL,WMB
NCLH,FCX,EQT,ENPH
FCX,PPL,MGM,TRGP
ALB,BALL,MS,WBD
EA,EXPE,BA,ENPH
BX,BBWI,ODFL,NCLH
MGM,REG,DFS,COP
APTV,PRU,LEN,HES
FANG,BBWI,NCLH,PARA
UAL,NVDA,TSLA,PCG
UHS,SPG,DRI,ULTA
URI,FCX,TSLA,NCLH
QCOM,SMCI,TSLA,ON
UHS,WBD,OKE,TRGP
SYY,PCG,TRGP,TDG
OKE,TSLA,NXPI,CTAS
SWKS,HAL,MPWR,BKR
WBD,ENPH,EPAM,COP
BLDR,TRGP,BX,TPR
APTV,MOS,WYNN,ENPH
BBWI,TRGP,ENPH,MKTX
FI,KEY,ALGN,TDG
ALGN,FCX,BBWI,NCLH
TPR,MAR,WYNN,CCL
ACGL,HLT,ORCL,BALL
HAL,PHM,ENPH,ALGN
PARA,ALB,LKQ,SYY
ALGN,VTR,OKE,TRGP
LEN,NVDA,AMP,SWK
KLAC,MCHP,DFS,ON
AAL,TSLA,MPWR,DLR
PRU,TTWO,MCHP,MSFT
O,PARA,ENPH,F
HII,FANG,APA,SYY
DRI,HOLX,AXON,PCG
LKQ,NCLH,TRGP,SWK
