Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-01-02 00:00:00-05:00,65.94421434600025,66.04630517152322,65.23741557654098,65.33165740966797,1390800,0.0,0.0
2014-01-03 00:00:00-05:00,65.34736365949735,66.0620174378127,65.30024573709325,65.76358795166016,1393300,0.0,0.0
2014-01-06 00:00:00-05:00,65.88137931389178,65.99132511148682,64.82118427045587,64.9546890258789,2225700,0.0,0.0
2014-01-07 00:00:00-05:00,65.00966112843474,65.22170372948278,64.76621057839847,64.86830139160156,2856500,0.0,0.0
2014-01-08 00:00:00-05:00,64.9546721607137,65.00179006413575,64.35781942045584,64.44420623779297,2308500,0.0,0.0
2014-01-09 00:00:00-05:00,64.66409673373438,65.08032684310287,64.34211441288116,64.45991516113281,1783300,0.0,0.0
2014-01-10 00:00:00-05:00,64.66412327297546,64.82119299897336,64.31072687477565,64.76622009277344,1795700,0.0,0.0
2014-01-13 00:00:00-05:00,64.38923538902,64.78190057420518,63.588201047544125,63.69814682006836,2199800,0.0,0.0
2014-01-14 00:00:00-05:00,63.925917637200705,64.57774353027344,63.706026008597256,64.57774353027344,1761900,0.0,0.0
2014-01-15 00:00:00-05:00,64.66411193906741,65.00180430127759,64.62484900814773,64.79762268066406,2223300,0.0,0.0
2014-01-16 00:00:00-05:00,64.77406447676591,65.2452615944539,64.66411269076218,65.05677795410156,1154800,0.0,0.0
2014-01-17 00:00:00-05:00,64.98611267505795,65.20600430309742,64.85260789969078,64.91543579101562,1931600,0.0,0.0
2014-01-21 00:00:00-05:00,65.24526257590696,65.44159521052998,64.8133283830977,65.20599365234375,1499700,0.0,0.0
2014-01-22 00:00:00-05:00,65.21384990997844,65.24526385112368,64.92327544808234,65.0803451538086,1173900,0.0,0.0
2014-01-23 00:00:00-05:00,64.58554870587733,64.58554870587733,63.71383177560493,64.03582000732422,1448300,0.0,0.0
2014-01-24 00:00:00-05:00,63.34475691636182,63.63532534798083,62.206024169921875,62.206024169921875,2112900,0.0,0.0
2014-01-27 00:00:00-05:00,62.36309662172399,62.692933987080785,61.34216459570027,61.483524322509766,3004300,0.0,0.0
2014-01-28 00:00:00-05:00,62.57513161231074,62.96779684431781,61.27148016608121,62.0489616394043,5558600,0.0,0.0
2014-01-29 00:00:00-05:00,62.73219365233312,62.93638124523307,61.247919593859194,61.507080078125,3482300,0.0,0.0
2014-01-30 00:00:00-05:00,62.056802053221055,62.37093539372951,61.8526204747464,62.26884460449219,2143300,0.0,0.0
2014-01-31 00:00:00-05:00,61.49918743464085,62.52797375960738,61.216468168866,61.9389762878418,2660000,0.0,0.0
2014-02-03 00:00:00-05:00,61.95473571383281,62.31598710092368,60.274128569211264,60.29768753051758,2426500,0.0,0.0
2014-02-04 00:00:00-05:00,60.4233143781127,60.949484233978936,59.88143456116695,60.80812454223633,2112500,0.0,0.0
2014-02-05 00:00:00-05:00,60.54896288442901,61.73481327498013,60.344775335686386,60.933773040771484,3507500,0.0,0.0
2014-02-06 00:00:00-05:00,61.12227099575258,61.74268277668213,61.098712040663436,61.35001754760742,2701800,0.0,0.0
2014-02-07 00:00:00-05:00,61.85261280440209,62.6615020115743,61.63272129079346,62.57511520385742,2448800,0.0,0.0
2014-02-10 00:00:00-05:00,62.37880069605266,62.52016042309092,61.73482993767749,61.8840446472168,2485000,0.0,0.0
2014-02-11 00:00:00-05:00,61.89974254987036,62.166758004353646,61.774092800157156,61.8604736328125,4726500,0.0,0.0
2014-02-12 00:00:00-05:00,61.85264266917608,62.166776122404265,61.73484187526585,61.87620162963867,4856000,0.0,0.0
2014-02-13 00:00:00-05:00,61.50708247524907,61.624883244651485,61.21650804293592,61.39713668823242,6027000,0.0,0.0
2014-02-14 00:00:00-05:00,61.271493249318624,61.87620119102589,61.271493249318624,61.71913146972656,6466500,0.0,0.0
2014-02-18 00:00:00-05:00,61.82119786863568,62.818564643864626,61.711252113621285,62.76359176635742,2575500,0.0,0.0
2014-02-19 00:00:00-05:00,62.535858171789954,63.09344204194106,62.347380551698365,62.36309051513672,2139600,0.0,0.0
2014-02-20 00:00:00-05:00,62.47302983307738,63.54892854513072,62.40234698810449,63.42327880859375,1919500,0.0,0.0
2014-02-21 00:00:00-05:00,63.5411046057174,64.21648344009958,63.39974485163805,63.98874282836914,2399900,0.0,0.0
2014-02-24 00:00:00-05:00,64.33426896124418,64.97039069938889,64.16149530376279,64.19290924072266,2257900,0.0,0.0
2014-02-25 00:00:00-05:00,64.11441191842877,64.72696904000627,63.99661108929485,64.28718566894531,2099800,0.0,0.0
2014-02-26 00:00:00-05:00,64.35783066924196,64.89971061968825,64.28715380175562,64.75049591064453,2156300,0.0,0.0
2014-02-27 00:00:00-05:00,64.60130249168131,64.90758097317861,64.38141086307786,64.57774353027344,2180300,0.0,0.0
2014-02-28 00:00:00-05:00,64.64055730806042,65.35521100282274,64.50705254912573,64.7897720336914,2330500,0.0,0.0
2014-03-03 00:00:00-05:00,64.09080074169519,64.58555663110398,63.84735028697575,64.27142333984375,1786700,0.0,0.0
2014-03-04 00:00:00-05:00,64.93897166082132,65.35519580754834,64.82902588589702,64.85258483886719,1840500,0.0,0.0
2014-03-05 00:00:00-05:00,64.87613947767642,64.99394022628898,64.49917828043519,64.69551086425781,1448400,0.0,0.0
2014-03-06 00:00:00-05:00,64.86045080299556,65.02537550013872,64.6484141791781,64.68768310546875,1845700,0.0,0.0
2014-03-07 00:00:00-05:00,65.00181145918364,65.16673615863512,64.61700114085656,65.0096664428711,1658700,0.0,0.0
2014-03-10 00:00:00-04:00,64.73478660223415,64.78190451000853,64.18505770621438,64.609130859375,1391000,0.0,0.0
2014-03-11 00:00:00-04:00,64.7269391180794,65.23740514728243,64.31856988967475,64.37354278564453,2306600,0.0,0.0
2014-03-12 00:00:00-04:00,64.05154495314616,64.53059697233375,63.965158130565094,64.47562408447266,2823300,0.0,0.0
2014-03-13 00:00:00-04:00,64.63269512306269,64.86829065104496,63.56464528640896,63.674591064453125,2870900,0.0,0.0
2014-03-14 00:00:00-04:00,63.438986535466405,63.941597494567084,62.99920344415212,63.054176330566406,3558100,0.0,0.0
2014-03-17 00:00:00-04:00,63.43901166259093,64.44423397894391,63.42330768522187,64.2243423461914,2358200,0.0,0.0
