"num_stocks","execution_time"
10,18.2977180480957
11,29.4509799480438
12,40.4695870876312
13,51.4023518562317
14,62.5021560192108
15,72.8676540851593
16,94.8435158729553
17,110.682830810547
18,130.861752986908
19,140.710559844971
20,164.538419961929
